variavel;ano;regiao;valor
V0010-Alunos rede municipal - sexo masculino;2022;BUTANTA;22386
V0010-Alunos rede municipal - sexo masculino;2022;CAMPO LIMPO;46308
V0010-Alunos rede municipal - sexo masculino;2022;CAPELA DO SOCORRO;34191
V0010-Alunos rede municipal - sexo masculino;2022;CASA VERDE-CACHOEIRINHA;14068
V0010-Alunos rede municipal - sexo masculino;2022;CIDADE ADEMAR;21372
V0010-Alunos rede municipal - sexo masculino;2022;CIDADE TIRADENTES;21406
V0010-Alunos rede municipal - sexo masculino;2022;ERMELINO MATARAZZO;9683
V0010-Alunos rede municipal - sexo masculino;2022;FREGUESIA-BRASILANDIA;27020
V0010-Alunos rede municipal - sexo masculino;2022;GUAIANASES;19086
V0010-Alunos rede municipal - sexo masculino;2022;IPIRANGA;21182
V0010-Alunos rede municipal - sexo masculino;2022;ITAIM PAULISTA;29126
V0010-Alunos rede municipal - sexo masculino;2022;ITAQUERA;26529
V0010-Alunos rede municipal - sexo masculino;2022;JABAQUARA;7984
V0010-Alunos rede municipal - sexo masculino;2022;JACANA-TREMEMBE;14809
V0010-Alunos rede municipal - sexo masculino;2022;LAPA;7153
V0010-Alunos rede municipal - sexo masculino;2022;M BOI MIRIM;36113
V0010-Alunos rede municipal - sexo masculino;2022;MOOCA;8362
V0010-Alunos rede municipal - sexo masculino;2022;PARELHEIROS;9088
V0010-Alunos rede municipal - sexo masculino;2022;PENHA;18838
V0010-Alunos rede municipal - sexo masculino;2022;PERUS;13505
V0010-Alunos rede municipal - sexo masculino;2022;PINHEIROS;1772
V0010-Alunos rede municipal - sexo masculino;2022;PIRITUBA-JARAGUA;31521
V0010-Alunos rede municipal - sexo masculino;2022;SANTANA-TUCURUVI;7487
V0010-Alunos rede municipal - sexo masculino;2022;SANTO AMARO;6602
V0010-Alunos rede municipal - sexo masculino;2022;SAO MATEUS;32663
V0010-Alunos rede municipal - sexo masculino;2022;SAO MIGUEL;26728
V0010-Alunos rede municipal - sexo masculino;2022;SAPOPEMBA;16476
V0010-Alunos rede municipal - sexo masculino;2022;SE;7357
V0010-Alunos rede municipal - sexo masculino;2022;VILA MARIA-VILA GUILHERME;13730
V0010-Alunos rede municipal - sexo masculino;2022;VILA MARIANA;3000
V0010-Alunos rede municipal - sexo masculino;2022;VILA PRUDENTE;8100
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;ARICANDUVA-FORMOSA-CARRAO;85
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;BUTANTA;263
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;CAMPO LIMPO;371
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;CAPELA DO SOCORRO;196
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;CASA VERDE-CACHOEIRINHA;234
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;CIDADE ADEMAR;161
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;CIDADE TIRADENTES;165
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;ERMELINO MATARAZZO;161
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;FREGUESIA-BRASILANDIA;232
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;GUAIANASES;160
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;IPIRANGA;175
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;ITAIM PAULISTA;246
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;ITAQUERA;216
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;JABAQUARA;68
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;JACANA-TREMEMBE;126
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;LAPA;145
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;M BOI MIRIM;239
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;MOOCA;284
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;PARELHEIROS;35
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;PENHA;314
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;PERUS;131
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;PINHEIROS;38
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;PIRITUBA-JARAGUA;210
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;SANTANA-TUCURUVI;88
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;SANTO AMARO;58
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;SAO MATEUS;347
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;SAO MIGUEL;211
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;SAPOPEMBA;66
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;SE;131
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;VILA MARIA-VILA GUILHERME;209
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;VILA MARIANA;73
V0033-Alunos da rede municipal de ensino - raça/cor amarela;2022;VILA PRUDENTE;63
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;ARICANDUVA-FORMOSA-CARRAO;7809
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;BUTANTA;17636
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;CAMPO LIMPO;32347
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;CAPELA DO SOCORRO;22981
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;CASA VERDE-CACHOEIRINHA;11416
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;CIDADE ADEMAR;13889
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;CIDADE TIRADENTES;14537
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;ERMELINO MATARAZZO;7918
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;FREGUESIA-BRASILANDIA;21141
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;GUAIANASES;12737
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;IPIRANGA;20010
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;ITAIM PAULISTA;20036
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;ITAQUERA;21650
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;JABAQUARA;6044
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;JACANA-TREMEMBE;12852
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;LAPA;6524
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;M BOI MIRIM;25848
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;MOOCA;7627
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;PARELHEIROS;5130
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;PENHA;16248
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;PERUS;11047
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;PINHEIROS;1728
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;PIRITUBA-JARAGUA;28667
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;SANTANA-TUCURUVI;7794
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;SANTO AMARO;6025
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;SAO MATEUS;25962
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;SAO MIGUEL;20459
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;SAPOPEMBA;15989
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;SE;6006
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;VILA MARIA-VILA GUILHERME;11081
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;VILA MARIANA;2983
V0034-Alunos da rede municipal de ensino da raça/cor branca;2022;VILA PRUDENTE;8541
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;ARICANDUVA-FORMOSA-CARRAO;11
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;BUTANTA;74
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;CAMPO LIMPO;96
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;CAPELA DO SOCORRO;76
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;CASA VERDE-CACHOEIRINHA;153
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;CIDADE ADEMAR;45
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;CIDADE TIRADENTES;69
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;ERMELINO MATARAZZO;57
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;FREGUESIA-BRASILANDIA;81
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;GUAIANASES;56
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;IPIRANGA;36
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;ITAIM PAULISTA;60
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;ITAQUERA;74
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;JABAQUARA;18
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;JACANA-TREMEMBE;76
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;LAPA;20
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;M BOI MIRIM;77
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;MOOCA;258
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;PARELHEIROS;245
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;PENHA;158
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;PERUS;22
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;PINHEIROS;7
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;PIRITUBA-JARAGUA;215
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;SANTANA-TUCURUVI;61
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;SANTO AMARO;20
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;SAO MATEUS;67
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;SAO MIGUEL;87
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;SAPOPEMBA;31
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;SE;68
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;VILA MARIA-VILA GUILHERME;344
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;VILA MARIANA;4
V0035-Alunos da rede municipal de ensino da raça/cor indígena;2022;VILA PRUDENTE;15
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;ARICANDUVA-FORMOSA-CARRAO;3528
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;BUTANTA;16342
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;CAMPO LIMPO;41427
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;CAPELA DO SOCORRO;29088
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;CASA VERDE-CACHOEIRINHA;9175
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;CIDADE ADEMAR;17293
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;CIDADE TIRADENTES;17394
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;ERMELINO MATARAZZO;6066
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;FREGUESIA-BRASILANDIA;19705
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;GUAIANASES;15961
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;IPIRANGA;12425
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;ITAIM PAULISTA;24021
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;ITAQUERA;17478
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;JABAQUARA;5900
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;JACANA-TREMEMBE;9704
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;LAPA;4037
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;M BOI MIRIM;32182
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;MOOCA;5078
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;PARELHEIROS;7392
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;PENHA;9857
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;PERUS;9086
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;PINHEIROS;1078
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;PIRITUBA-JARAGUA;21651
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;SANTANA-TUCURUVI;3631
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;SANTO AMARO;4248
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;SAO MATEUS;21826
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;SAO MIGUEL;20922
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;SAPOPEMBA;9683
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;SE;4401
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;VILA MARIA-VILA GUILHERME;10033
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;VILA MARIANA;1476
V0036-Alunos da rede municipal de ensino da raça/cor parda;2022;VILA PRUDENTE;3862
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;ARICANDUVA-FORMOSA-CARRAO;540
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;BUTANTA;2237
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;CAMPO LIMPO;4334
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;CAPELA DO SOCORRO;2560
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;CASA VERDE-CACHOEIRINHA;1710
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;CIDADE ADEMAR;2034
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;CIDADE TIRADENTES;2811
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;ERMELINO MATARAZZO;877
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;FREGUESIA-BRASILANDIA;3104
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;GUAIANASES;1743
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;IPIRANGA;1779
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;ITAIM PAULISTA;2240
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;ITAQUERA;2615
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;JABAQUARA;891
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;JACANA-TREMEMBE;1212
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;LAPA;541
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;M BOI MIRIM;3376
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;MOOCA;704
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;PARELHEIROS;588
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;PENHA;2177
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;PERUS;1785
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;PINHEIROS;170
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;PIRITUBA-JARAGUA;3034
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;SANTANA-TUCURUVI;754
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;SANTO AMARO;577
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;SAO MATEUS;2604
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;SAO MIGUEL;2021
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;SAPOPEMBA;1390
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;SE;1138
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;VILA MARIA-VILA GUILHERME;888
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;VILA MARIANA;232
V0042-Alunos da rede municipal de ensino da raça/cor preta;2022;VILA PRUDENTE;482
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;ARICANDUVA-FORMOSA-CARRAO;241
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;BUTANTA;463
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;CAMPO LIMPO;2235
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;CAPELA DO SOCORRO;690
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;CASA VERDE-CACHOEIRINHA;689
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;CIDADE ADEMAR;225
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;CIDADE TIRADENTES;590
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;ERMELINO MATARAZZO;60
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;FREGUESIA-BRASILANDIA;568
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;GUAIANASES;487
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;IPIRANGA;249
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;ITAIM PAULISTA;859
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;ITAQUERA;511
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;JABAQUARA;228
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;JACANA-TREMEMBE;1055
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;LAPA;669
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;M BOI MIRIM;763
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;MOOCA;355
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;PARELHEIROS;166
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;PENHA;238
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;PERUS;757
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;PINHEIROS;289
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;PIRITUBA-JARAGUA;1022
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;SANTANA-TUCURUVI;904
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;SANTO AMARO;368
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;SAO MATEUS;653
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;SAO MIGUEL;2053
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;SAPOPEMBA;597
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;SE;92
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;VILA MARIA-VILA GUILHERME;786
V0609-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos iniciais;2022;VILA MARIANA;353
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;ARICANDUVA-FORMOSA-CARRAO;48
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;BUTANTA;451
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;CAMPO LIMPO;508
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;CAPELA DO SOCORRO;175
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;CIDADE ADEMAR;62
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;CIDADE TIRADENTES;257
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;ERMELINO MATARAZZO;187
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;FREGUESIA-BRASILANDIA;92
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;GUAIANASES;108
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;IPIRANGA;288
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;ITAIM PAULISTA;265
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;ITAQUERA;245
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;JACANA-TREMEMBE;515
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;LAPA;420
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;M BOI MIRIM;82
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;MOOCA;188
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;PENHA;813
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;PERUS;212
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;PIRITUBA-JARAGUA;188
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;SANTANA-TUCURUVI;152
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;SANTO AMARO;165
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;SAO MATEUS;350
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;SAO MIGUEL;289
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;SAPOPEMBA;227
V0610-Número de alunos matriculados em tempo integral no Ensino Fundamental - anos finais;2022;VILA MARIA-VILA GUILHERME;298
